item,avg_rating,rank,rating_sd,number_ratings,character
cheesy (not chic),66.2,515,25.3,58,Apu Nahasapeemapetilon
well behaved (not mischievous),66,449,28.3,387,Apu Nahasapeemapetilon
moderate (not extreme),66,277,25.6,354,Apu Nahasapeemapetilon
frenzied (not sleepy),66,1092,24.7,40,Apu Nahasapeemapetilon
honorable (not cunning),65.8,703,28.1,423,Apu Nahasapeemapetilon
🧙 (not 👨‍🚀),65.8,474,27,142,Apu Nahasapeemapetilon
rhythmic (not stuttering),65.8,967,25.6,42,Apu Nahasapeemapetilon
🤑 (not 🤠),65.7,408,33.3,122,Apu Nahasapeemapetilon
deliberate (not spontaneous),65.5,835,26.6,342,Apu Nahasapeemapetilon
tame (not wild),65.5,380,25,354,Apu Nahasapeemapetilon
consistent (not variable),65.5,632,27.1,42,Apu Nahasapeemapetilon
proper (not scandalous),65.4,582,27,320,Apu Nahasapeemapetilon
communal (not individualist),65.4,227,31.2,82,Apu Nahasapeemapetilon
competent (not incompetent),65.3,1264,27,355,Apu Nahasapeemapetilon
straight (not queer),65.3,1099,31.9,159,Apu Nahasapeemapetilon
devoted (not unfaithful),65.3,1366,30,37,Apu Nahasapeemapetilon
go-getter (not slugabed),65.2,1307,28.1,84,Apu Nahasapeemapetilon
prideful (not envious),65.2,1007,26.3,60,Apu Nahasapeemapetilon
compersive (not jealous),65.1,467,23.9,230,Apu Nahasapeemapetilon
often crying (not never cries),65.1,420,28.3,40,Apu Nahasapeemapetilon
intellectual (not physical),65,891,24.7,353,Apu Nahasapeemapetilon
stable (not moody),64.9,246,28.1,392,Apu Nahasapeemapetilon
pack rat (not minimalist),64.9,331,28,98,Apu Nahasapeemapetilon
master (not apprentice),64.7,925,28.2,165,Apu Nahasapeemapetilon
conventional (not creative),64.6,447,28.3,424,Apu Nahasapeemapetilon
accepting (not judgemental),64.6,537,28.7,247,Apu Nahasapeemapetilon
expressive (not monotone),64.5,812,31.8,37,Apu Nahasapeemapetilon
mathematical (not literary),64.4,334,27.3,335,Apu Nahasapeemapetilon
unassuming (not pretentious),64.4,330,30.4,129,Apu Nahasapeemapetilon
vibrant (not geriatric),64.3,944,24.8,43,Apu Nahasapeemapetilon
neurotypical (not autistic),64.2,1068,29,331,Apu Nahasapeemapetilon
complimentary (not insulting),64.2,683,29.3,82,Apu Nahasapeemapetilon
sober (not indulgent),64,456,28.1,358,Apu Nahasapeemapetilon
down2earth (not head@clouds),64,650,31.5,370,Apu Nahasapeemapetilon
high IQ (not low IQ),64,1370,24,327,Apu Nahasapeemapetilon
👨‍🔧 (not 👨‍⚕️),64,603,29.9,130,Apu Nahasapeemapetilon
charismatic (not uninspiring),63.9,1218,28.9,335,Apu Nahasapeemapetilon
gracious (not feisty),63.9,227,27.7,320,Apu Nahasapeemapetilon
backdoor (not official),63.9,628,28.6,360,Apu Nahasapeemapetilon
cringeworthy (not inspiring),63.9,426,29,77,Apu Nahasapeemapetilon
wholesome (not salacious),63.9,784,28.8,97,Apu Nahasapeemapetilon
protagonist (not antagonist),63.9,1116,29.5,48,Apu Nahasapeemapetilon
sensible (not ludicrous),63.8,776,28.9,355,Apu Nahasapeemapetilon
patriotic (not unpatriotic),63.8,905,29.7,120,Apu Nahasapeemapetilon
sexist (not feminist),63.8,368,26.2,138,Apu Nahasapeemapetilon
thrifty (not extravagant),63.8,554,31.7,47,Apu Nahasapeemapetilon
spicy (not mild),63.7,857,27.7,331,Apu Nahasapeemapetilon
basic (not hipster),63.6,679,28.3,359,Apu Nahasapeemapetilon
tailor (not blacksmith),63.6,816,30.9,38,Apu Nahasapeemapetilon
first-mate (not captain),63.5,677,29.9,336,Apu Nahasapeemapetilon
indie (not pop),63.5,814,30.8,40,Apu Nahasapeemapetilon
careful (not brave),63.4,295,26,365,Apu Nahasapeemapetilon
existentialist (not nihilist),63.3,651,25.8,61,Apu Nahasapeemapetilon
random (not pointed),63.3,260,27.3,49,Apu Nahasapeemapetilon
twitchy (not still),63.3,777,26.7,42,Apu Nahasapeemapetilon
Italian (not Swedish),63.2,545,22.8,45,Apu Nahasapeemapetilon
chill (not offended),63.2,391,28.6,62,Apu Nahasapeemapetilon
stick-in-the-mud (not adventurous),63.1,422,26.6,302,Apu Nahasapeemapetilon
old (not young),62.9,517,15.9,393,Apu Nahasapeemapetilon
street-smart (not sheltered),62.7,920,28.8,294,Apu Nahasapeemapetilon
good-cook (not bad-cook),62.7,469,28.5,43,Apu Nahasapeemapetilon
reasoned (not instinctual),62.4,432,27.5,358,Apu Nahasapeemapetilon
bright (not depressed),62.4,577,25.6,362,Apu Nahasapeemapetilon
😜 (not 🤐),62.4,615,27.5,106,Apu Nahasapeemapetilon
enlightened (not lost),62.4,492,28.1,52,Apu Nahasapeemapetilon
cooperative (not competitive),62.3,444,30.6,404,Apu Nahasapeemapetilon
simple (not complicated),62.3,251,28,298,Apu Nahasapeemapetilon
puny (not mighty),62.2,262,24.2,382,Apu Nahasapeemapetilon
provincial (not cosmopolitan),62.2,441,29.6,296,Apu Nahasapeemapetilon
opinionated (not jealous),62.2,1166,28.1,33,Apu Nahasapeemapetilon
empath (not psychopath),62.1,973,31.6,54,Apu Nahasapeemapetilon
motivated (not unmotivated),62,1608,32.8,35,Apu Nahasapeemapetilon
straightforward (not cryptic),61.9,1001,29.2,329,Apu Nahasapeemapetilon
passive (not assertive),61.8,267,26.6,345,Apu Nahasapeemapetilon
metrosexual (not macho),61.8,824,25.1,64,Apu Nahasapeemapetilon
lowbrow (not highbrow),61.6,277,25.8,347,Apu Nahasapeemapetilon
genuine (not sarcastic),61.4,722,31.8,330,Apu Nahasapeemapetilon
🐿 (not 🦇),61.4,798,31.7,98,Apu Nahasapeemapetilon
exaggerating (not factual),61.4,689,31.4,50,Apu Nahasapeemapetilon
demure (not vain),61.2,582,26,282,Apu Nahasapeemapetilon
low-tech (not high-tech),61.2,664,26.4,357,Apu Nahasapeemapetilon
self-improving (not self-destructive),61.2,549,29.8,59,Apu Nahasapeemapetilon
one-faced (not two-faced),61.2,1048,31,53,Apu Nahasapeemapetilon
😬 (not 😏),61.1,432,31.6,128,Apu Nahasapeemapetilon
reassuring (not fearmongering),61.1,845,32.7,36,Apu Nahasapeemapetilon
poor (not rich),61,532,24.5,332,Apu Nahasapeemapetilon
ugly (not beautiful),60.9,215,29.4,100,Apu Nahasapeemapetilon
sheriff (not outlaw),60.8,718,26.6,320,Apu Nahasapeemapetilon
democratic (not authoritarian),60.7,763,29.8,317,Apu Nahasapeemapetilon
irrelevant (not important),60.7,133,28.5,172,Apu Nahasapeemapetilon
giggling (not chortling),60.7,354,29.1,54,Apu Nahasapeemapetilon
quirky (not predictable),60.6,638,29.1,31,Apu Nahasapeemapetilon
fixable (not unfixable),60.5,862,26.5,47,Apu Nahasapeemapetilon
oblivious (not alert),60.4,393,28.2,134,Apu Nahasapeemapetilon
pain-avoidant (not masochistic),60.4,479,32.4,38,Apu Nahasapeemapetilon
resigned (not resistant),60.3,99,27.1,295,Apu Nahasapeemapetilon
🎃 (not 💀),60.2,579,29.7,35,Apu Nahasapeemapetilon
blissful (not haunted),60.2,346,27.8,45,Apu Nahasapeemapetilon
fast (not slow),60.1,1180,25.9,337,Apu Nahasapeemapetilon
statist (not anarchist),60.1,692,30,164,Apu Nahasapeemapetilon
permanent (not transient),60,714,31.3,118,Apu Nahasapeemapetilon
💝 (not 💔),60,720,30.5,183,Apu Nahasapeemapetilon
manicured (not scruffy),59.8,1078,27.8,367,Apu Nahasapeemapetilon
classical (not avant-garde),59.8,810,30.5,72,Apu Nahasapeemapetilon
tasteful (not lewd),59.7,1049,26.4,356,Apu Nahasapeemapetilon
awkward (not suspicious),59.7,429,28.8,365,Apu Nahasapeemapetilon
luddite (not technophile),59.5,619,26.1,274,Apu Nahasapeemapetilon
queen (not princess),59.4,998,33.1,30,Apu Nahasapeemapetilon
historical (not modern),59.3,628,27.7,213,Apu Nahasapeemapetilon
reasonable (not deranged),59.3,907,30.6,111,Apu Nahasapeemapetilon
vulnerable (not armoured),59.2,461,27.4,329,Apu Nahasapeemapetilon
unambiguous (not mysterious),59.2,772,31,381,Apu Nahasapeemapetilon
goof-off (not studious),59.2,495,29.7,121,Apu Nahasapeemapetilon
joyful (not miserable),59,550,30.5,124,Apu Nahasapeemapetilon
😎 (not 🧐),59,825,31.9,129,Apu Nahasapeemapetilon
unchallenging (not demanding),58.8,263,32.1,49,Apu Nahasapeemapetilon
altruistic (not selfish),58.7,940,28.5,368,Apu Nahasapeemapetilon
long-winded (not concise),58.7,542,31.4,33,Apu Nahasapeemapetilon
domestic (not industrial),58.6,590,29.9,76,Apu Nahasapeemapetilon
philosophical (not real),58.5,326,29.6,270,Apu Nahasapeemapetilon
zany (not regular),58.5,879,30.6,104,Apu Nahasapeemapetilon
moist (not dry),58.5,620,30.7,35,Apu Nahasapeemapetilon
wooden (not plastic),58.5,1193,31.4,43,Apu Nahasapeemapetilon
self-assured (not self-conscious),58.4,1153,28,333,Apu Nahasapeemapetilon
crafty (not scholarly),58.4,951,28.3,333,Apu Nahasapeemapetilon
sage (not whippersnapper),58.3,611,28.3,51,Apu Nahasapeemapetilon
patient (not impatient),58.2,523,32,124,Apu Nahasapeemapetilon
🙋‍♂️ (not 🙅‍♂️),58.2,865,33.1,102,Apu Nahasapeemapetilon
bold (not shy),58.1,1529,26.5,400,Apu Nahasapeemapetilon
focused on the present (not focused on the future),58.1,683,29.3,341,Apu Nahasapeemapetilon
🐴 (not 🦄),58.1,895,33.6,104,Apu Nahasapeemapetilon
subjective (not objective),57.9,608,30.8,70,Apu Nahasapeemapetilon
attentive (not interrupting),57.8,818,32.8,45,Apu Nahasapeemapetilon
modest (not flamboyant),57.6,896,29.6,437,Apu Nahasapeemapetilon
meek (not bossy),57.6,447,27.3,366,Apu Nahasapeemapetilon
hurried (not leisurely),57.6,889,30.9,329,Apu Nahasapeemapetilon
open (not guarded),57.5,326,28.1,400,Apu Nahasapeemapetilon
interesting (not tiresome),57.5,1302,27.9,356,Apu Nahasapeemapetilon
open-minded (not close-minded),57.5,1009,28.4,315,Apu Nahasapeemapetilon
perceptive (not unobservant),57.5,1523,29.8,70,Apu Nahasapeemapetilon
rap (not rock),57.5,159,27.6,40,Apu Nahasapeemapetilon
gregarious (not private),57.4,541,28.8,332,Apu Nahasapeemapetilon
no-nonsense (not dramatic),57.4,699,31.2,141,Apu Nahasapeemapetilon
sexual (not asexual),57.3,1183,36.5,55,Apu Nahasapeemapetilon
reactive (not proactive),57.3,751,26.5,26,Apu Nahasapeemapetilon
coordinated (not clumsy),57.2,1188,30,320,Apu Nahasapeemapetilon
confident (not insecure),57.1,1217,29.8,371,Apu Nahasapeemapetilon
Roman (not Greek),57,641,29.9,46,Apu Nahasapeemapetilon
urban (not rural),56.8,1228,31.3,180,Apu Nahasapeemapetilon
city-slicker (not country-bumpkin),56.8,1223,30.6,122,Apu Nahasapeemapetilon
🐮 (not 🐷),56.8,972,35.1,182,Apu Nahasapeemapetilon
🤺 (not 🏌),56.8,1321,32.4,111,Apu Nahasapeemapetilon
night owl (not morning lark),56.7,1027,33.5,225,Apu Nahasapeemapetilon
flourishing (not traumatized),56.7,409,30.5,57,Apu Nahasapeemapetilon
wise (not foolish),56.6,976,27.1,407,Apu Nahasapeemapetilon
anxious (not calm),56.5,1025,28.5,361,Apu Nahasapeemapetilon
sheeple (not conspiracist),56.5,320,28.6,217,Apu Nahasapeemapetilon
precise (not vague),56.5,1186,29.6,226,Apu Nahasapeemapetilon
🧢 (not 🎩),56.5,796,33.5,110,Apu Nahasapeemapetilon
equitable (not hypocritical),56.4,892,29.2,93,Apu Nahasapeemapetilon
linear (not circular),56.3,727,30.2,50,Apu Nahasapeemapetilon
mature (not juvenile),56.1,980,27.7,81,Apu Nahasapeemapetilon
French (not Russian),56.1,1048,27.1,38,Apu Nahasapeemapetilon
efficient (not overprepared),56.1,1340,30.3,45,Apu Nahasapeemapetilon
enslaved (not emancipated),56,344,27.7,297,Apu Nahasapeemapetilon
OCD (not ADHD),56,1091,33.3,39,Apu Nahasapeemapetilon
playful (not serious),55.9,661,27.6,389,Apu Nahasapeemapetilon
weird (not normal),55.9,1050,26.2,441,Apu Nahasapeemapetilon
logical (not emotional),55.9,734,28.9,372,Apu Nahasapeemapetilon
empirical (not theoretical),55.9,875,28.3,303,Apu Nahasapeemapetilon
idealist (not realist),55.7,775,31.5,101,Apu Nahasapeemapetilon
introspective (not not introspective),55.7,1218,30.4,141,Apu Nahasapeemapetilon
overachiever (not underachiever),55.7,1485,31.8,47,Apu Nahasapeemapetilon
arcane (not mainstream),55.6,951,28.4,274,Apu Nahasapeemapetilon
disarming (not creepy),55.6,1335,28.1,143,Apu Nahasapeemapetilon
🐘 (not 🐀),55.6,780,31.9,171,Apu Nahasapeemapetilon
Pepsi (not Coke),55.6,529,35.7,52,Apu Nahasapeemapetilon
utilitarian (not decorative),55.5,1153,31.3,74,Apu Nahasapeemapetilon
serene (not pensive),55.5,163,28.9,42,Apu Nahasapeemapetilon
stinky (not fresh),55.4,491,30.5,157,Apu Nahasapeemapetilon
forward-thinking (not stuck-in-the-past),55.4,931,27.6,40,Apu Nahasapeemapetilon
📈 (not 📉),55.3,1253,30.4,111,Apu Nahasapeemapetilon
water (not fire),55.3,623,32,49,Apu Nahasapeemapetilon
strict (not lenient),55.2,962,28.8,373,Apu Nahasapeemapetilon
loud (not quiet),55,940,26,374,Apu Nahasapeemapetilon
🤖 (not 👻),55,747,32.3,106,Apu Nahasapeemapetilon
reliable (not experimental),55,961,30.8,70,Apu Nahasapeemapetilon
formal (not intimate),54.9,823,29.6,177,Apu Nahasapeemapetilon
gullible (not cynical),54.9,562,28.1,51,Apu Nahasapeemapetilon
liberal (not conservative),54.8,1152,31.8,110,Apu Nahasapeemapetilon
doer (not thinker),54.8,1204,29.7,44,Apu Nahasapeemapetilon
kinky (not vanilla),54.6,874,29.9,370,Apu Nahasapeemapetilon
charming (not trusting),54.6,926,28.7,350,Apu Nahasapeemapetilon
🙃 (not 🥰),54.6,778,33.4,180,Apu Nahasapeemapetilon
knowledgeable (not ignorant),54.6,1379,29.5,49,Apu Nahasapeemapetilon
hesitant (not decisive),54.5,461,28.4,373,Apu Nahasapeemapetilon
stylish (not slovenly),54.5,1178,27.9,387,Apu Nahasapeemapetilon
👟 (not 🥾),54.5,886,33.3,131,Apu Nahasapeemapetilon
unlucky (not fortunate),54.4,938,28.6,412,Apu Nahasapeemapetilon
innocent (not jaded),54.3,522,32.4,50,Apu Nahasapeemapetilon
epic (not deep),54.1,839,24.8,41,Apu Nahasapeemapetilon
aloof (not obsessed),54,344,27.5,353,Apu Nahasapeemapetilon
sane (not crazy),54,859,26.3,94,Apu Nahasapeemapetilon
low self esteem (not narcissistic),54,649,29.5,49,Apu Nahasapeemapetilon
thick-skinned (not sensitive),53.9,951,27.5,329,Apu Nahasapeemapetilon
monastic (not hedonist),53.9,644,27.3,97,Apu Nahasapeemapetilon
interested (not bored),53.9,1459,32.2,55,Apu Nahasapeemapetilon
involved (not remote),53.8,1473,27.6,257,Apu Nahasapeemapetilon
claustrophobic (not spelunker),53.8,528,29.7,43,Apu Nahasapeemapetilon
corporate (not freelance),53.8,731,36.3,45,Apu Nahasapeemapetilon
dog person (not cat person),53.7,905,35.8,37,Apu Nahasapeemapetilon
preppy (not punk rock),53.5,1108,33.5,47,Apu Nahasapeemapetilon
refined (not rugged),53.4,1065,26.8,376,Apu Nahasapeemapetilon
pro (not noob),53.4,1430,32.4,115,Apu Nahasapeemapetilon
🛌 (not 🧗),53.4,591,31,165,Apu Nahasapeemapetilon
naive (not paranoid),53.4,572,32,40,Apu Nahasapeemapetilon
libertarian (not socialist),53.3,1019,30,321,Apu Nahasapeemapetilon
🥵 (not 🥶),53.3,1049,28.4,43,Apu Nahasapeemapetilon
realistic (not ambitious),53.3,637,30,50,Apu Nahasapeemapetilon
common sense (not analysis),53.3,671,31.7,31,Apu Nahasapeemapetilon
frank (not sugarcoated),53.3,1513,35,35,Apu Nahasapeemapetilon
cocky (not timid),53.3,1417,27.5,37,Apu Nahasapeemapetilon
curious (not apathetic),53.2,1452,29,360,Apu Nahasapeemapetilon
open-book (not secretive),53.2,610,28.3,45,Apu Nahasapeemapetilon
resolute (not wavering),53.1,1432,27.9,96,Apu Nahasapeemapetilon
tall (not short),52.9,1092,22.7,413,Apu Nahasapeemapetilon
🤫 (not 🤔),52.8,607,32.1,96,Apu Nahasapeemapetilon
legit (not scrub),52.8,1512,30.3,149,Apu Nahasapeemapetilon
hypochondriac (not stoic),52.8,658,31.4,34,Apu Nahasapeemapetilon
indiscreet (not tactful),52.7,576,30.2,86,Apu Nahasapeemapetilon
opinionated (not neutral),52.7,1728,30.6,54,Apu Nahasapeemapetilon
picky (not always down),52.7,1104,34.6,34,Apu Nahasapeemapetilon
trusting (not suspicious),52.6,810,29.7,407,Apu Nahasapeemapetilon
rigid (not flexible),52.6,1049,28.9,332,Apu Nahasapeemapetilon
weakass (not badass),52.6,453,27.8,48,Apu Nahasapeemapetilon
washed (not muddy),52.6,1210,27.9,28,Apu Nahasapeemapetilon
worldly (not innocent),52.5,1362,29.7,381,Apu Nahasapeemapetilon
👩‍🎤 (not 👩‍🔬),52.5,977,28.1,116,Apu Nahasapeemapetilon
clean (not perverted),52.5,1293,30,53,Apu Nahasapeemapetilon
freak (not normie),52.5,1047,31,65,Apu Nahasapeemapetilon
transparent (not machiavellian),52.5,925,32.1,31,Apu Nahasapeemapetilon
giving (not receiving),52.3,1203,31.9,39,Apu Nahasapeemapetilon
flirtatious (not prudish),52.3,1050,27.1,37,Apu Nahasapeemapetilon
genius (not dunce),52.1,1398,24.3,423,Apu Nahasapeemapetilon
repulsive (not attractive),52.1,425,24.8,397,Apu Nahasapeemapetilon
edgy (not politically correct),52.1,1091,27.9,317,Apu Nahasapeemapetilon
impartial (not biased),52.1,345,30.3,275,Apu Nahasapeemapetilon
exuberant (not subdued),52.1,1148,27,44,Apu Nahasapeemapetilon
triggered (not trolling),52.1,1371,31.9,33,Apu Nahasapeemapetilon
musical (not off-key),52,791,26.8,37,Apu Nahasapeemapetilon
f***-the-police (not tattle-tale),52,1230,30.8,53,Apu Nahasapeemapetilon
shallow (not deep),51.9,594,29.7,144,Apu Nahasapeemapetilon
poorly-written (not believable),51.9,96,32.6,53,Apu Nahasapeemapetilon
artistic (not scientific),51.8,944,26.4,333,Apu Nahasapeemapetilon
mundane (not extraordinary),51.8,521,29.3,334,Apu Nahasapeemapetilon
eloquent (not unpolished),51.8,1209,28.8,295,Apu Nahasapeemapetilon
thick (not thin),51.8,708,26.1,239,Apu Nahasapeemapetilon
awkward (not charming),51.7,677,30.3,399,Apu Nahasapeemapetilon
direct (not roundabout),51.7,1430,30.7,384,Apu Nahasapeemapetilon
'left-brained' (not 'right-brained'),51.7,869,29.9,210,Apu Nahasapeemapetilon
👽 (not 🤡),51.7,1095,32.8,99,Apu Nahasapeemapetilon
fantastical (not realistic),51.7,792,32.5,35,Apu Nahasapeemapetilon
sturdy (not flimsy),51.6,1381,30.2,51,Apu Nahasapeemapetilon
ranged (not melee),51.6,1203,30.4,43,Apu Nahasapeemapetilon
chaste (not lustful),51.5,801,29.1,360,Apu Nahasapeemapetilon
literal (not metaphorical),51.5,1320,31.7,308,Apu Nahasapeemapetilon
😊 (not 🤣),51.5,1243,33.6,118,Apu Nahasapeemapetilon
tautology (not oxymoron),51.5,567,31.4,25,Apu Nahasapeemapetilon
tense (not relaxed),51.3,1551,29.1,403,Apu Nahasapeemapetilon
rational (not whimsical),51.2,1188,28.3,342,Apu Nahasapeemapetilon
🥳 (not 🥴),51.2,789,31.6,118,Apu Nahasapeemapetilon
poetic (not factual),51.1,798,27.6,38,Apu Nahasapeemapetilon
exhibitionist (not bashful),51,1298,31.9,43,Apu Nahasapeemapetilon
nonpolitical (not political),50.9,792,29.3,334,Apu Nahasapeemapetilon
bold (not serious),50.1,1111,26.2,352,Apu Nahasapeemapetilon
drop out (not valedictorian),50.1,700,32.6,119,Apu Nahasapeemapetilon
tight (not loose),50.2,1363,28.6,46,Apu Nahasapeemapetilon
uncreative (not open to new experinces),50.7,487,30.6,339,Apu Nahasapeemapetilon
disreputable (not prestigious),50.7,700,26.9,290,Apu Nahasapeemapetilon
concrete (not abstract),50.7,1190,32.1,111,Apu Nahasapeemapetilon
money-focused (not love-focused),98.3,1,4.9,56,Mr. Burns
old (not young),97.3,3,6.2,389,Mr. Burns
selfish (not altruistic),97.1,7,7.5,460,Mr. Burns
work-first (not family-first),97.1,3,8.4,397,Mr. Burns
rich (not poor),97,18,11.1,387,Mr. Burns
cold (not warm),96.6,1,7.8,376,Mr. Burns
vengeful (not forgiving),96.3,12,9.5,430,Mr. Burns
arrogant (not humble),96.2,16,8.2,406,Mr. Burns
competitive (not cooperative),95.9,21,10,401,Mr. Burns
cruel (not kind),95.6,11,7.4,395,Mr. Burns
stingy (not generous),95.6,1,10.9,81,Mr. Burns
bitter (not sweet),95.2,5,9,368,Mr. Burns
demonic (not angelic),95.1,16,9,424,Mr. Burns
villainous (not heroic),95,15,10.8,440,Mr. Burns
judgemental (not accepting),94.9,15,10.4,302,Mr. Burns
psychopath (not empath),94.7,16,12,67,Mr. Burns
privileged (not oppressed),94.5,28,18.4,60,Mr. Burns
cunning (not honorable),94.3,3,10.7,480,Mr. Burns
quarrelsome (not warm),94.3,13,10.6,445,Mr. Burns
poisonous (not nurturing),94.3,18,10.7,148,Mr. Burns
receiving (not giving),94.3,8,7.9,42,Mr. Burns
🤑 (not 🤠),94,7,14.8,123,Mr. Burns
bossy (not meek),93.9,36,13.2,428,Mr. Burns
suspicious (not trusting),93.8,11,12.2,432,Mr. Burns
authoritarian (not democratic),93.7,19,18.1,420,Mr. Burns
strict (not lenient),93.4,23,10.7,419,Mr. Burns
genocidal (not not genocidal),93.3,12,14.3,35,Mr. Burns
stubborn (not accommodating),93.2,36,13.4,60,Mr. Burns
repulsive (not attractive),93,6,13.8,426,Mr. Burns
entitled (not grateful),93,45,14.3,67,Mr. Burns
debased (not pure),92.9,11,12.5,419,Mr. Burns
😈 (not 😇),92.9,37,11.8,140,Mr. Burns
traitorous (not loyal),92.8,12,12.8,428,Mr. Burns
jaded (not innocent),92.4,19,10.7,47,Mr. Burns
rude (not respectful),92.4,11,11,431,Mr. Burns
machiavellian (not transparent),92.1,10,15.8,42,Mr. Burns
soulless (not soulful),91.8,10,12.9,99,Mr. Burns
mischievous (not well behaved),91.6,80,12.7,410,Mr. Burns
narcissistic (not low self esteem),91.6,40,20,58,Mr. Burns
driven (not unambitious),91.5,142,15.2,380,Mr. Burns
rigid (not flexible),91.4,19,13,346,Mr. Burns
ferocious (not pacifist),91.2,44,15.2,411,Mr. Burns
cannibal (not vegan),91.1,20,19.5,42,Mr. Burns
demanding (not unchallenging),91,97,18.5,61,Mr. Burns
